AIS Id	Ordnung	AIS Code	ISS BodyRegion DE	Label DE					
1374	07.05.03	720699.2	"5: Extremit&auml;ten"	A. brachialis					
1375	07.05.04	720608.3	"5: Extremit&auml;ten"	A. brachialis (Ruptur oder Blutverlust > 20% des Blutvolumens)					
1376	07.05.05	721099.1	"5: Extremit&auml;ten"	andere arterielle Verletzungen am Arm					
1377	07.05.06	720499.2	"5: Extremit&auml;ten"	V. axillaris					
1378	07.05.07	720406.3	"5: Extremit&auml;ten"	V. axillaris (Durchtrennung oder Blutverlust > 20% des Blutvolumens)					
1379	07.05.08	720899.1	"5: Extremit&auml;ten"	V. brachialis					
1380	07.05.09	720806.3	"5: Extremit&auml;ten"	V. brachialis (Durchtrennung oder Blutverlust > 20% des Blutvolumens)					
1381	07.05.10	721299.1	"5: Extremit&auml;ten"	andere venöse Verletzungen am Arm					
1382	07.06			Nerven, Arm					
1383	07.06.01	730299.1	"5: Extremit&auml;ten"	"Fingernerven (Verletzung; Kontusion)"					
1384	07.06.02	730699.1	"5: Extremit&auml;ten"	Hand-/Armnerven, Kontusion					
1385	07.06.03	730604.2	"5: Extremit&auml;ten"	"Hand-/Armnerven; Verletzung"					
1386	07.07			Penetrierende Verletzungen (Schuss, Stich), Arm					
1387	07.07.01	716000.1	"5: Extremit&auml;ten"	penetrierende Verletzung					
1388	07.07.02	716004.2	"5: Extremit&auml;ten"	große penetrierende Verletzung mit Gewebeverlust >25 cm_					
1389	07.07.03	716006.3	"5: Extremit&auml;ten"	penetrierende Verletzung mit Blutverlust > 20% des Blutvolumens					
1390	08			rechtes/linkes Bein					
1391	08.01			Knöcherne Verletzungen / Frakturen, Bein					
1392	08.01.01	853000.3	"5: Extremit&auml;ten"	Femur					
1393	08.01.02	854500.2	"5: Extremit&auml;ten"	Patella					
1394	08.01.03	854000.2	"5: Extremit&auml;ten"	Tibia					
1395	08.01.04	854001.3	"5: Extremit&auml;ten"	Tibia, offen					
1396	08.01.05	854441.2	"5: Extremit&auml;ten"	Fibula					
1506	08.01.06	854456.3	"5: Extremit&auml;ten"	Fibula, offene bi-/trimalleolare					
1397	08.01.07	857200.2	"5: Extremit&auml;ten"	Talus					
1398	08.01.08	857300.2	"5: Extremit&auml;ten"	Calcaneus					
1399	08.01.09	857400.2	"5: Extremit&auml;ten"	Fußwurzelknochen					
1505	08.01.10	858100.2	"5: Extremit&auml;ten"	Mittelfußknochen					
1400	08.01.11	858200.1	"5: Extremit&auml;ten"	Zehen					
1401	08.02			Gelenke und Bänder, Bein					
1402	08.02.01	873099.1	"5: Extremit&auml;ten"	Hüfte (Verstauchung, Subluxation)					
1403	08.02.02	873030.2	"5: Extremit&auml;ten"	Hüfte mit Dislokation					
1404	08.02.03	874099.1	"5: Extremit&auml;ten"	Knie (Verstauchung, Subluxation)					
1405	08.02.04	874030.2	"5: Extremit&auml;ten"	Knie mit Dislokation					
1406	08.02.05	877199.1	"5: Extremit&auml;ten"	Sprunggelenk (Verstauchung, Subluxation)					
1407	08.02.06	877130.2	"5: Extremit&auml;ten"	Sprunggelenk mit Dislokation					
1408	08.02.07	870499.1	"5: Extremit&auml;ten"	Gelenke im Vorfuß / Zehen					
1409	08.02.08	840800.2	"5: Extremit&auml;ten"	Sehnen-/Bandverletzung (partiell oder komplett)					
1410	08.03			Amputationen, Bein					
1411	08.03.01	811004.2	"5: Extremit&auml;ten"	Fuß (ganz oder teilweise) oder einzelne Zehen					
1412	08.03.02	811003.3	"5: Extremit&auml;ten"	Unterschenkel bis zum Knie					
1413	08.03.03	811002.4	"5: Extremit&auml;ten"	"oberhalb des Knies bis zur Hüfte; komplettes Bein"					
1507	08.03.04	811010.5	"5: Extremit&auml;ten"	oberhalb des Knies bis zur Hüfte, beidseits					
1414	08.04			Weichteilverletzungen, Bein					
1415	08.04.01	810099.1	6: Weichteile	kleinere Weichteilverletzungen					
1416	08.04.02	810604.2	6: Weichteile	größere Weichteilverletzungen (tiefe Wunden >20 cm)					
1417	08.04.03	810606.3	6: Weichteile	größere Weichteilverletzungen mit Blutverlust > 20% des Blutvolumens					
1418	08.04.04	814000.2	"5: Extremit&auml;ten"	großflächige Hautablederungen (Decollement)					
1419	08.05			Gefäße, Bein					
1420	08.05.01	820299.3	"5: Extremit&auml;ten"	A. femoralis					
1421	08.05.02	820208.4	"5: Extremit&auml;ten"	A. femoralis (Ruptur oder Blutverlust > 20% des Blutvolumens)					
1422	08.05.03	820699.2	"5: Extremit&auml;ten"	A. poplitea					
1423	08.05.04	820608.3	"5: Extremit&auml;ten"	A. poplitea (Ruptur oder mit Blutverlust > 20% des Blutvolumens)					
1424	08.05.05	821099.1	"5: Extremit&auml;ten"	andere arterielle Verletzungen					
1425	08.05.06	820499.2	"5: Extremit&auml;ten"	V. femoralis					
1426	08.05.07	820406.3	"5: Extremit&auml;ten"	V. femoralis (Durchtrennung oder mit Blutverlust > 20% des Blutvolumens)					
1427	08.05.08	820899.2	"5: Extremit&auml;ten"	V. poplitea					
1428	08.05.09	820806.3	"5: Extremit&auml;ten"	V. poplitea (Durchtrennung oder mit Blutverlust > 20% des Blutvolumens)					
1429	08.05.10	821299.1	"5: Extremit&auml;ten"	andere venöse Verletzungen					
1430	08.06			Nerven, Bein					
1431	08.06.01	830399.2	"5: Extremit&auml;ten"	N. femoralis					
1432	08.06.02	830499.2	"5: Extremit&auml;ten"	N. ischiadicus					
1433	08.06.03	830699.2	"5: Extremit&auml;ten"	N. tibialis					
1434	08.06.04	830599.2	"5: Extremit&auml;ten"	N. peroneus					
1435	08.06.05	830299.1	"5: Extremit&auml;ten"	Zehennerven					
1436	08.07			Penetrierende Verletzungen, Bein					
1437	08.07.01	816000.1	"5: Extremit&auml;ten"	penetrierende Verletzung am Bein					
1438	08.07.02	816004.2	"5: Extremit&auml;ten"	große penetrierende Verletzung am Bein mit Gewebeverlust >25 cm_					
1439	08.07.03	816006.3	"5: Extremit&auml;ten"	penetrierende Verletzung am Bein mit Blutverlust > 20% des Blutvolumens					
1450	09			Haut, Weichteile, Sonstiges (die nicht einer speziellen Körperregion zuzuordnen sind)					
1451	09.01			Elektrizitätsunfall (eventuelle Verbrennungen sind hiermit abgedeckt)					
1452	09.01.01	080000.2	6: Weichteile	Elektrizitätsunfall					
1453	09.01.02	080002.3	6: Weichteile	Elektrizitätsunfall mit Muskelnekrosen					
1454	09.01.03	080004.5	6: Weichteile	Elektrizitätsunfall mit Herzstillstand					
1455	09.02			Verbrennungen					
1456	09.02.01			Verbrennungen					
1457	09.02.01.01	912002.1	6: Weichteile	nur erstgradige Verbrennungen					
1458	09.02.01.02	912006.1	6: Weichteile	"2.gradige Verbrennungen 10% KOF oder 3.gradige bis 100 cm&sup2;"					
1459	09.02.01.03	912012.2	6: Weichteile	"2. oder 3.gradige Verbrennungen bis 20% KOF oder 3.gradige >100 cm&sup2; (>25 cm&sup2; im Gesicht)"					
1460	09.02.01.04	912018.3	6: Weichteile	2. oder 3.gradige Verbrennungen bis 30% KOF					
1461	09.02.01.05	912024.4	6: Weichteile	2. oder 3.gradige Verbrennungen bis 40% KOF					
1462	09.02.01.06	912030.5	6: Weichteile	2. oder 3.gradige Verbrennungen bis 90% KOF					
1463	09.02.01.07	912032.6	6: Weichteile	2. oder 3.gradige Verbrennungen ab 90% KOF					
1464	09.02.02			Verbrennungen bei Kindern <5 Jahre					
1465	09.02.02.01	912003.1	6: Weichteile	nur erstgradige Verbrennungen					
1466	09.02.02.02	912004.2	6: Weichteile	"erstgradige Verbrennungen >50% bei Babies (&le;1 Jahr)"					
1467	09.02.02.03	912014.3	6: Weichteile	2. oder 3.gradige Verbrennungen bis 20% KOF					
1468	09.02.02.04	912020.4	6: Weichteile	2. oder 3.gradige Verbrennungen bis 30% KOF					
1469	09.02.02.05	912026.5	6: Weichteile	2. oder 3.gradige Verbrennungen bis 40% KOF					
1470	09.02.02.06	912030.5	6: Weichteile	2. oder 3.gradige Verbrennungen bis 90% KOF					
1471	09.02.02.07	912032.6	6: Weichteile	2. oder 3.gradige Verbrennungen ab 90% KOF					
1472	09.03			Erfrierungen					
1473	09.03.01	915000.1	6: Weichteile	oberflächliche Erfrierungen (Grad 1)					
1474	09.03.02	915004.2	6: Weichteile	tiefe Erfrierungen (vollschichtig)					
1475	09.03.03	915006.3	6: Weichteile	tiefe Erfrierungen an mehreren Körperregionen					
1476	09.04			Hypothermie (nur direkte Unfallfolgen kodieren, keine Behandlungs-bedingten Folgen.)					
1477	09.04.01	010002.1	6: Weichteile	34 - 35°C					
1478	09.04.02	010004.2	6: Weichteile	32 - 33°C					
1479	09.04.03	010006.3	6: Weichteile	30 - 31°C					
1480	09.04.04	010008.4	6: Weichteile	28 - 29°C					
1481	09.04.05	010010.5	6: Weichteile	27°C und darunter					
1482	09.05	910000.1	6: Weichteile	Weichteilverletzung (Abschürfung, Hämatom, etc)					
1483	09.06	916000.1	6: Weichteile	penetrierende Verletzung (Schuss, Stich)					
1440	10			Becken					
1441	10.01	856151.2	"5: Extremit&auml;ten"	stabile Beckenringfraktur Typ A					
1442	10.02	856152.3	"5: Extremit&auml;ten"	stabile Beckenringfraktur Typ A, offen					
1443	10.03	856161.3	"5: Extremit&auml;ten"	partiell instabile Beckenringfraktur Typ B (z.B. -open book, ventrale Sacrum-Kompression, laterale Kompression)					
1444	10.04	856162.4	"5: Extremit&auml;ten"	"partiell instabile Beckenringfraktur Typ B, offen oder mit Blutverlust &le; 20% des Blutvolumens"					
1445	10.05	856164.5	"5: Extremit&auml;ten"	partiell instabile Beckenringfraktur Typ B, mit Blutverlust > 20% des Blutvolumens					
1446	10.06	856171.4	"5: Extremit&auml;ten"	"instabile Beckenringfraktur Typ C (""vertical shear"", Dislokation); auch mit Blutverlust &le; 20% des Blutvolumens"					
1447	10.07	856173.5	"5: Extremit&auml;ten"	"instabile Beckenringfraktur Typ C; offen oder mit Blutverlust > 20% des Blutvolumens"					
1448	10.08	856200.2	"5: Extremit&auml;ten"	Acetabulumfraktur					
1449	10.09	856202.3	"5: Extremit&auml;ten"	Acetabulumfraktur, offen					
